"","pertenencia_id","tipo_id","usuario_id","nome","orgao_id","orgao","sigla","fecha_inicio","fecha_termino","atribuicoes","cargo","descricao_cargo","tipo_perfil_pertenencias","tipo_perfil_pertenencias_chave","tipo_exercicio","nome_home","grupo_ativo"
"20",26181,22,14131,"ANA PAULA FIOREZE",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","02-10-2023",NA,NA,"SUPERINTENDENTE DE ESTUDOS HÍDRICOS E SOCIOECONÔMICOS – SHE","","Agente Público Obrigado - Titular","apo","Titular","ANA PAULA FIOREZE (desde 02/10/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"21",21434,22,10849,"ANA PAULA MONTENEGRO GENERINO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","09-02-2023",NA,NA,"COORDENADOR DE QUALIDADE DE ÁGUA E ENQUADRAMENTO","","Agente Público Obrigado - Titular","apo","Titular","ANA PAULA MONTENEGRO GENERINO (desde 09/02/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"22",16870,22,13494,"ANDRE RAYMUNDO PANTE",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","09-12-2022",NA,NA,"COORDENADOR DE REGULAÇÃO DE USOS PARA ATIVIDADES ECONÔMICAS","","Agente Público Obrigado - Titular","apo","Titular","ANDRE RAYMUNDO PANTE (desde 09/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"23",4205,22,4440,"ANDREIA DE CASTRO COSTA XAVIER",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","04-01-2012",NA,NA,"COORDENADOR DO CENTRO DE DOCUMENTAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","ANDREIA DE CASTRO COSTA XAVIER (desde 04/01/2012) - APO ativo","Agente Público Obrigado Titular ativo"
"24",4209,22,4444,"ANTONIO AUGUSTO BORGES DE LIMA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","17-07-2007",NA,NA,"COORDENADOR DE OPERAÇÃO DE RESERVATÓRIOS E SISTEMAS HÍDRICOS","","Agente Público Obrigado - Titular","apo","Titular","ANTONIO AUGUSTO BORGES DE LIMA (desde 17/07/2007) - APO ativo","Agente Público Obrigado Titular ativo"
"25",4210,22,4445,"Beatrice Kassar do Valle",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-03-2018",NA,NA,"ASSESSOR DE DIRETOR","","Agente Público Obrigado - Titular","apo","Titular","Beatrice Kassar do Valle (desde 05/03/2018) - APO ativo","Agente Público Obrigado Titular ativo"
"26",4211,22,4446,"BRANDINA DE AMORIM",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","01-07-2010",NA,NA,"COORDENADOR DE APOIO E ARTICULAÇÃO COM O PODER PÚBLICO","","Agente Público Obrigado - Titular","apo","Titular","BRANDINA DE AMORIM (desde 01/07/2010) - APO ativo","Agente Público Obrigado Titular ativo"
"27",29500,22,24539,"BRUNA CRAVEIRO DE SA E MENDONCA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","02-01-2024",NA,NA,"COORDENADOR DE EVENTOS CRÍTICOS","","Agente Público Obrigado - Titular","apo","Titular","BRUNA CRAVEIRO DE SA E MENDONCA (desde 02/01/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"28",14338,22,4447,"Bruno Collischonn",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","20-12-2022",NA,NA,"COORDENADOR DE REGULAÇÃO DE USOS EM SISTEMAS HÍDRICOS LOCAIS","","Agente Público Obrigado - Titular","apo","Titular","Bruno Collischonn (desde 20/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"29",1629,22,1780,"CINTIA LEAL MARINHO DE ARAUJO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-01-2022",NA,NA,"SUPERINTENDENTE DE REGULAÇÃO DE SANEAMENTO BÁSICO – SSB","","Agente Público Obrigado - Titular","apo","Titular","CINTIA LEAL MARINHO DE ARAUJO (desde 10/01/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"30",4214,22,232,"CLAUDIA DE ARAUJO GUIMARAES KATTAR",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","15-08-2022",NA,NA,"CHEFE DE GABINETE DA DIRETORA-PRESIDENTE","","Agente Público Obrigado - Titular","apo","Titular","CLAUDIA DE ARAUJO GUIMARAES KATTAR (desde 15/08/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"31",16888,22,4449,"Cláudia Fernanda Das Neves Oliveira",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","15-12-2022",NA,NA,"COORDENADOR DE GESTÃO ORÇAMENTÁRIA","","Agente Público Obrigado - Titular","apo","Titular","Cláudia Fernanda Das Neves Oliveira (desde 15/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"32",4216,22,4450,"CLÁUDIO PEREIRA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","19-12-2003",NA,NA,"COORDENADOR DE INFRAESTRUTURA E OPERAÇÕES DE TECNOLOGIA DA INFORMAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","CLÁUDIO PEREIRA (desde 19/12/2003) - APO ativo","Agente Público Obrigado Titular ativo"
"33",20097,22,8865,"CONSUELO FRANCO MARRA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","06-10-2022",NA,NA,"COORDENADOR DE CONSERVAÇÃO E USO SUSTENTÁVEL DA ÁGUA","","Agente Público Obrigado - Titular","apo","Titular","CONSUELO FRANCO MARRA (desde 06/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"34",4217,22,4451,"DANIEL CARDIM GAMA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","04-01-2012",NA,NA,"COORDENADOR DE APOIO A RELAÇÕES PÚBLICAS, CERIMONIAL E EVENTOS","","Agente Público Obrigado - Titular","apo","Titular","DANIEL CARDIM GAMA (desde 04/01/2012) - APO ativo","Agente Público Obrigado Titular ativo"
"35",4218,22,4452,"DANIELLE PERES GONZAGA MOURA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","27-02-2014",NA,NA,"COORDENADOR DE GABINETE","","Agente Público Obrigado - Titular","apo","Titular","DANIELLE PERES GONZAGA MOURA (desde 27/02/2014) - APO ativo","Agente Público Obrigado Titular ativo"
"36",34409,22,4453,"DIANA LEITE CAVALCANTI",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","06-05-2024",NA,NA,"COORDENADOR DO CONJUNTURA E GESTÃO DA INFORMAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","DIANA LEITE CAVALCANTI (desde 06/05/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"37",4341,22,4577,"DIOGO RIBEIRO LOPES",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","08-03-2021",NA,NA,"COORDENADOR DE CONTABILIDADE REGULATÓRIA","","Agente Público Obrigado - Titular","apo","Titular","DIOGO RIBEIRO LOPES (desde 08/03/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"38",15516,22,13205,"EDISON MOREIRA DE CARVALHO JUNIOR",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","29-12-2022",NA,NA,"COORDENADOR DE GESTÃO DE DADOS","","Agente Público Obrigado - Titular","apo","Titular","EDISON MOREIRA DE CARVALHO JUNIOR (desde 29/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"39",3192,22,1370,"Eliomar Wesley Ayres Da Fonseca Rios",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","22-07-2017",NA,NA,"AUDITOR CHEFE","","Agente Público Obrigado - Titular","apo","Titular","Eliomar Wesley Ayres Da Fonseca Rios (desde 22/07/2017) - APO ativo","Agente Público Obrigado Titular ativo"
"40",4221,22,4455,"Eloy Carlos Heringer Frossard",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-12-2010",NA,NA,"COORDENADOR DE RESOLUÇÕES E PUBLICAÇÕES","","Agente Público Obrigado - Titular","apo","Titular","Eloy Carlos Heringer Frossard (desde 10/12/2010) - APO ativo","Agente Público Obrigado Titular ativo"
"41",4223,22,4456,"EMILIANO RIBEIRO DE SOUZA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","22-05-2018",NA,NA,"COORDENADOR DE MATÉRIA ADMINISTRATIVA","","Agente Público Obrigado - Titular","apo","Titular","EMILIANO RIBEIRO DE SOUZA (desde 22/05/2018) - APO ativo","Agente Público Obrigado Titular ativo"
"42",34142,22,4458,"FABIANO COSTA DE ALMEIDA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","12-04-2024",NA,NA,"COORDENADOR DE GABINETE","","Agente Público Obrigado - Titular","apo","Titular","FABIANO COSTA DE ALMEIDA (desde 12/04/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"43",17888,22,4459,"Ferdnando Cavalcanti Da Silva Albuquerque",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","08-12-2022",NA,NA,"COORDENADOR DE ESTUDOS SETORIAIS","","Agente Público Obrigado - Titular","apo","Titular","Ferdnando Cavalcanti Da Silva Albuquerque (desde 08/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"44",19739,22,10951,"FERNANDA ABREU OLIVEIRA DE SOUZA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-04-2023",NA,NA,"ASSESSOR DE DIRETOR","","Agente Público Obrigado - Titular","apo","Titular","FERNANDA ABREU OLIVEIRA DE SOUZA (desde 05/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"45",4228,22,4461,"FERNANDO ROBERTO DE OLIVEIRA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","19-12-2003",NA,NA,"COORDENADOR DE ÁGUAS SUBTERRÂNEAS","","Agente Público Obrigado - Titular","apo","Titular","FERNANDO ROBERTO DE OLIVEIRA (desde 19/12/2003) - APO ativo","Agente Público Obrigado Titular ativo"
"46",1611,22,1760,"Filipe de Mello Sampaio Cunha",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","13-04-2022",NA,NA,"DIRETOR","","Agente Público Obrigado - Titular","apo","Titular","Filipe de Mello Sampaio Cunha (desde 13/04/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"47",22416,22,8023,"FLAVIA ATAIDE FRANCA TELES",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","28-12-2022",NA,NA,"COORDENADOR DE CONTRATOS","","Agente Público Obrigado - Titular","apo","Titular","FLAVIA ATAIDE FRANCA TELES (desde 28/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"48",4229,22,4462,"Flávia Cristina Canêdo Ramos",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-12-2010",NA,NA,"COORDENADOR DE AUDITORIAS","","Agente Público Obrigado - Titular","apo","Titular","Flávia Cristina Canêdo Ramos (desde 10/12/2010) - APO ativo","Agente Público Obrigado Titular ativo"
"49",20830,22,4464,"FLAVIO JOSE D CASTRO FILHO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","27-04-2023",NA,NA,"COORDENADOR DE PLANEJAMENTO DA REDE HIDROMETEOROLÓGICA","","Agente Público Obrigado - Titular","apo","Titular","FLAVIO JOSE D CASTRO FILHO (desde 27/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"50",4232,22,4465,"FRANCILENE FARIA ARAUJO MENDES",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","26-10-2018",NA,NA,"COORDENADOR DE GOVERNANÇA DE TECNOLOGIA DA INFORMAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","FRANCILENE FARIA ARAUJO MENDES (desde 26/10/2018) - APO ativo","Agente Público Obrigado Titular ativo"
"51",4240,22,4473,"FREDEJAN PEDROSA PEREIRA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","20-11-2006",NA,NA,"COORDENADOR DE ASSUNTOS PARLAMENTARES","","Agente Público Obrigado - Titular","apo","Titular","FREDEJAN PEDROSA PEREIRA (desde 20/11/2006) - APO ativo","Agente Público Obrigado Titular ativo"
"52",4241,22,4474,"GISELA DAMM FORATTINI",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","01-02-2019",NA,NA,"ASSESSORA ESPECIAL INTERNACIONAL","","Agente Público Obrigado - Titular","apo","Titular","GISELA DAMM FORATTINI (desde 01/02/2019) - APO ativo","Agente Público Obrigado Titular ativo"
"53",4242,22,4475,"GRACE BENFICA MATOS",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-12-2010",NA,NA,"COORDENADOR DE ACOMPANHAMENTO DAS ENTIDADES DELEGATÁRIAS DE FUNÇÕES DE AGÊNCIAS DE ÁGUAS","","Agente Público Obrigado - Titular","apo","Titular","GRACE BENFICA MATOS (desde 10/12/2010) - APO ativo","Agente Público Obrigado Titular ativo"
"54",4243,22,4476,"GUSTAVO CUNHA GARCIA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","09-11-2021",NA,NA,"ASSESSOR ESPECIAL DE QUALIDADE REGULATÓRIA","","Agente Público Obrigado - Titular","apo","Titular","GUSTAVO CUNHA GARCIA (desde 09/11/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"55",19800,22,4477,"HENRIQUE PINHEIRO VEIGA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-04-2023",NA,NA,"SUPERINTENDENTE ADJUNTO DE PLANOS, PROGRAMAS E PROJETOS","","Agente Público Obrigado - Titular","apo","Titular","HENRIQUE PINHEIRO VEIGA (desde 10/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"56",17103,22,1765,"HUMBERTO CARDOSO GONCALVES",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-12-2022",NA,NA,"SUPERINTENDENTE DE APOIO AO SISTEMA NACIONAL DE GERENCIAMENTO DE RECURSOS HÍDRICOS E ÀS AGÊNCIAS INFRANACIONAIS DE REGULAÇÃO DO SANEAMENTO BÁSICO","","Agente Público Obrigado - Titular","apo","Titular","HUMBERTO CARDOSO GONCALVES (desde 10/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"57",4245,22,4478,"IGOR LUIS PEREIRA MARTINS",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","04-01-2012",NA,NA,"COORDENADOR DE ADMINISTRAÇÃO PREDIAL, OBRAS E SERVIÇOS AUXILIARES","","Agente Público Obrigado - Titular","apo","Titular","IGOR LUIS PEREIRA MARTINS (desde 04/01/2012) - APO ativo","Agente Público Obrigado Titular ativo"
"58",11772,22,10527,"IRACEMA APARECIDA SIQUEIRA FREITAS",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","21-09-2022",NA,NA,"SUPERINTENDENTE ADJUNTO DE FISCALIZAÇÃO – SFI","","Agente Público Obrigado - Titular","apo","Titular","IRACEMA APARECIDA SIQUEIRA FREITAS (desde 21/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"59",2582,22,2823,"IVJA NEVES RABELO MACHADO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","08-06-2022",NA,NA,"CORREGEDORA-GERAL","","Agente Público Obrigado - Titular","apo","Titular","IVJA NEVES RABELO MACHADO (desde 08/06/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"60",4246,22,4479,"Izabel Lima de Mendonca ",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","04-01-2012",NA,NA,"COORDENADOR DE CAPACITAÇÃO E DESENVOLVIMENTO","","Agente Público Obrigado - Titular","apo","Titular","Izabel Lima de Mendonca  (desde 04/01/2012) - APO ativo","Agente Público Obrigado Titular ativo"
"61",20472,22,16985,"João Batista Sousa Silva",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-04-2023",NA,NA,"COORDENADOR DE ADMINISTRAÇÃO DE PESSOAL  ATIVO E INATIVO","","Agente Público Obrigado - Titular","apo","Titular","João Batista Sousa Silva (desde 05/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"62",25179,22,10574,"JOAO GERALDO FERREIRA NETO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","11-09-2023",NA,NA,"COORDENADOR DE REGULAÇÃO DE ÁGUA E ESGOTO","","Agente Público Obrigado - Titular","apo","Titular","JOAO GERALDO FERREIRA NETO (desde 11/09/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"63",32056,22,4480,"Joao Luiz Da Cunha",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","11-10-2023",NA,NA,"COORDENADOR-GERAL DE EXECUÇÃO ORÇAMENTÁRIA, FINANCEIRA E CONTÁBIL","","Agente Público Obrigado - Titular","apo","Titular","Joao Luiz Da Cunha (desde 11/10/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"64",1627,22,1777,"JOAQUIM GUEDES CORREA GONDIM FILHO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","13-02-2001",NA,NA,"SUPERINTENDENTE DE OPERAÇÕES E EVENTOS CRÍTICOS – SOE","","Agente Público Obrigado - Titular","apo","Titular","JOAQUIM GUEDES CORREA GONDIM FILHO (desde 13/02/2001) - APO ativo","Agente Público Obrigado Titular ativo"
"65",4249,22,4482,"JOSÉ ALVES DE SOUZA NETO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","18-09-2003",NA,NA,"COORDENADOR-GERAL DE RECURSOS LOGÍSTICOS","","Agente Público Obrigado - Titular","apo","Titular","JOSÉ ALVES DE SOUZA NETO (desde 18/09/2003) - APO ativo","Agente Público Obrigado Titular ativo"
"66",4250,22,4483,"José Luiz de Souza",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","25-09-2001",NA,NA,"COORDENADOR DE ARRECAÇÃO E COBRANÇA","","Agente Público Obrigado - Titular","apo","Titular","José Luiz de Souza (desde 25/09/2001) - APO ativo","Agente Público Obrigado Titular ativo"
"67",4251,22,4484,"JOSIMAR ALVES DE OLIVEIRA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","06-07-2011",NA,NA,"COORDENADOR DE FISCALIZAÇÃO DE SEGURANÇA DE BARRAGENS","","Agente Público Obrigado - Titular","apo","Titular","JOSIMAR ALVES DE OLIVEIRA (desde 06/07/2011) - APO ativo","Agente Público Obrigado Titular ativo"
"68",17952,22,14921,"Juliana Dias Lopes",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","09-03-2023",NA,NA,"COORDENADOR DE FISCALIZAÇÃO DE USO","","Agente Público Obrigado - Titular","apo","Titular","Juliana Dias Lopes (desde 09/03/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"69",22430,22,18759,"LAUSEANI SANTONI",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-06-2023",NA,NA,"COORDENADOR DE GOVERNANÇA DAS ENTIDADES REGULADORAS","","Agente Público Obrigado - Titular","apo","Titular","LAUSEANI SANTONI (desde 05/06/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"70",19737,22,4485,"LEANDRO MENDES DA SILVA",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-04-2023",NA,NA,"SUPERINTENDENTE ADJUNTO DE REGULAÇÃO DE SERVIÇOS HÍDRICOS E SEGURANÇA DE BARRAGENS - SRB","","Agente Público Obrigado - Titular","apo","Titular","LEANDRO MENDES DA SILVA (desde 05/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"71",4253,22,4486,"Leny Simone Tavares Mendonça",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","05-12-2006",NA,NA,"COORDENADOR DE REDES HIDROLÓGICAS DE SETORES REGULADOS","","Agente Público Obrigado - Titular","apo","Titular","Leny Simone Tavares Mendonça (desde 05/12/2006) - APO ativo","Agente Público Obrigado Titular ativo"
"72",26531,22,10959,"LIGIA MARIA NASCIMENTO DE ARAUJO",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","14-09-2023",NA,NA,"COMISSIONADO TÉCNICO","","Agente Público Obrigado - Titular","apo","Titular","LIGIA MARIA NASCIMENTO DE ARAUJO (desde 14/09/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"73",4344,22,4580,"Luciana Aparecida Zago de Andrade ",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","10-12-2010",NA,NA,"COORDENADOR DE PLANOS DE RECURSOS HÍDRICOS","","Agente Público Obrigado - Titular","apo","Titular","Luciana Aparecida Zago de Andrade  (desde 10/12/2010) - APO ativo","Agente Público Obrigado Titular ativo"
"74",26097,22,1782,"Luis Andre Muniz",1183,"Agência Nacional de Águas e Saneamento Básico","ANA","11-10-2023",NA,NA,"SUPERINTENDENTE DE ADMINISTRAÇÃO, FINANÇAS E GESTÃO DE PESSOAS – SAF","","Agente Público Obrigado - Titular","apo","Titular","Luis Andre Muniz (desde 11/10/2023) - APO ativo","Agente Público Obrigado Titular ativo"
